,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
182,183,"මෙතන දී. අර( පාර්ලිමේන්තුවේ ) ඉන්න ( කක්කූසි කටා ) නොහොත් දත් දොස්තර කාල කන්නි රාජිතයා මතක් වෙනකොට මගේ මාළු නටනවා,,",YES,මෙතන දී  අර  පාර්ලිමේන්තුවේ   ඉන්න   කක්කූසි කටා   නොහොත් දත් දොස්තර කාල කන්නි රාජිතයා මතක් වෙනකොට මගේ මාළු නටනවා  
183,184,කෝ අපේ නානසාර ස්වාමීන් වහන්සේ ඒ හිමියනට පුළුවන් මේ වගේ සෙබළුන්ගෙන් ආදර්ශ එහෙම ලබාගන්න . බුදුන්ගෙන් ආදර්ශ ලබාගත්තේ නැතිකොට ඉතින් මොකෙක්ගෙන්වත් ආදර්ශ ගනීද ?,YES,කෝ අපේ නානසාර ස්වාමීන් වහන්සේ ඒ හිමියනට පුළුවන් මේ වගේ සෙබළුන්ගෙන් ආදර්ශ එහෙම ලබාගන්න   බුදුන්ගෙන් ආදර්ශ ලබාගත්තේ නැතිකොට ඉතින් මොකෙක්ගෙන්වත් ආදර්ශ ගනීද  
185,186,ලංකාවේ තම හරක් ඉන්න නිසා ඕවා හොඳට පිළිගන්නවා...,YES,ලංකාවේ තම හරක් ඉන්න නිසා ඕවා හොඳට පිළිගන්නවා   
186,187,අපේ හරකුන්ට ගහක් හිටවන්න ගියත් කුඩයක් අල්ලන්න ඔනේ බහින්න වලකුත් හාරලා දෙන්න ඔනේ.අපි හරි පවු නේ,YES,අපේ හරකුන්ට ගහක් හිටවන්න ගියත් කුඩයක් අල්ලන්න ඔනේ බහින්න වලකුත් හාරලා දෙන්න ඔනේ අපි හරි පවු නේ
187,188,දැන් ටික කාලෙකට කලින් පාලත් සභා මන්ත්‍රී ජුන්ඩේක් පොලිස් මහතෙක් හැදුලුම් පත ඉල්ලූවා කියලා දාපු ගෙම්බර් මතක් වුනා,YES,දැන් ටික කාලෙකට කලින් පාලත් සභා මන්ත්‍රී ජුන්ඩේක් පොලිස් මහතෙක් හැදුලුම් පත ඉල්ලූවා කියලා දාපු ගෙම්බර් මතක් වුනා
189,190,අම්මෝ ඒක හොදයි ඒත් දාගෙන යන්නේ පාරෙ නේද?,NO,අම්මෝ ඒක හොදයි ඒත් දාගෙන යන්නේ පාරෙ නේද 
191,192,මූ ජයරත්නගෙ නෑදෑයෙක්ද කොහෙද.!,NO,මූ ජයරත්නගෙ නෑදෑයෙක්ද කොහෙද  
192,193,වැස්සොත් ශොට් වෙල මැරෙන්නෙ,NO,වැස්සොත් ශොට් වෙල මැරෙන්නෙ
199,200,ඇඩ් නම් ඇඩ් ... ලංකාව දියුනු නෑ කියන වුන් ට කනට ගහලා මෙක පෙන්නපල්ලා..,YES,ඇඩ් නම් ඇඩ්     ලංකාව දියුනු නෑ කියන වුන් ට කනට ගහලා මෙක පෙන්නපල්ලා  
202,203,මේක දියුණුවක් කියලා හිතනවා නම් උබට වැරදිලා සහෝදරයා,NO,මේක දියුණුවක් කියලා හිතනවා නම් උබට වැරදිලා සහෝදරයා
203,204,ගෙදරට වෙලා පාඩම් කරපල්ලකෝ. පැය ගනන් පෝලීමේ ඉන්නේ,YES,ගෙදරට වෙලා පාඩම් කරපල්ලකෝ  පැය ගනන් පෝලීමේ ඉන්නේ
205,206,මෙච්චර අමාරුවෙන් පුටුවක් අල්ලගන්න ඕනිද... ගහක් යට වාඩිවෙලා පාඩම් කරන්න පුළුවන් .,NO,මෙච්චර අමාරුවෙන් පුටුවක් අල්ලගන්න ඕනිද    ගහක් යට වාඩිවෙලා පාඩම් කරන්න පුළුවන්  
207,208,විඩීයෝ එක අප්සට් පේන්නේ නෑ හරියට....,NO,විඩීයෝ එක අප්සට් පේන්නේ නෑ හරියට    
209,210,යක්කුන්ට ලජ්ජා කරන්න එපා මුන්ට සමානකරලා,YES,යක්කුන්ට ලජ්ජා කරන්න එපා මුන්ට සමානකරලා
210,211,ඒකෙන් මේකෙන් උනේ ගීතට නමටහරි හිටිය මිනිහ නැතිවුන එක විතරයි,NO,ඒකෙන් මේකෙන් උනේ ගීතට නමටහරි හිටිය මිනිහ නැතිවුන එක විතරයි
211,212,මුන් ගෙන් ඇති වැඩක් නැ තමයි. ඒ උනාට ඉඩල හිටලා වැදගත් දෙවලුත් නොකියන වම නෙවෙයි ..,YES,මුන් ගෙන් ඇති වැඩක් නැ තමයි  ඒ උනාට ඉඩල හිටලා වැදගත් දෙවලුත් නොකියන වම නෙවෙයි   
214,215,බයිසන්ලට ඉතින් සුරංගනාවියන් තමයි,YES,බයිසන්ලට ඉතින් සුරංගනාවියන් තමයි
215,216,මීට කලින් දැකලැ නැ,NO,මීට කලින් දැකලැ නැ
216,217,මටනම් හිතෙන්නේ මේ මිනිහා තමයි ඇත්ත ඩයල් එක කියලා,NO,මටනම් හිතෙන්නේ මේ මිනිහා තමයි ඇත්ත ඩයල් එක කියලා
217,218,දුප්පත් මිනිසුන් සියගනනකට පැල්පතක් තනාදෙන්න තීබු අපුරුව නේද,NO,දුප්පත් මිනිසුන් සියගනනකට පැල්පතක් තනාදෙන්න තීබු අපුරුව නේද
219,220,"පිහි ඇනුම්, ගුටි කෙලි ඇතුලු විනෝද ක්‍රීඩා රැසකුත් ඇති නෙහ්...??",YES,පිහි ඇනුම්  ගුටි කෙලි ඇතුලු විනෝද ක්‍රීඩා රැසකුත් ඇති නෙහ්     
221,222,මෙක ගෑන දන්න එකෙක් කියපන් හරියටම දන්න එකෙක් කන්ටැක් කර ගන්න ඔනී,NO,මෙක ගෑන දන්න එකෙක් කියපන් හරියටම දන්න එකෙක් කන්ටැක් කර ගන්න ඔනී
222,223,ඊළඟට මේවල සාමාන්‍ය මිනිස්සුන්ට යන්න බැරි වෙන විදිහට ගණන් වැඩි විශේෂ ටිකට් එකක් නිකුත් කරන්න ඕනේ.,NO,ඊළඟට මේවල සාමාන්‍ය මිනිස්සුන්ට යන්න බැරි වෙන විදිහට ගණන් වැඩි විශේෂ ටිකට් එකක් නිකුත් කරන්න ඕනේ 
