,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
238,239,Usb port එකෙ චුයින්ගම් අලවාවි..වඩේ කාල කර්ටන් එකේ අත පිහිදලා.කම්මැලිකමට sheet එක කුශන් කෑලි කඩලා.tv එක කැඩුන කියල පොඩි අව්ලක් හදල රෙපයාර් කරන එඋන් ගෙදර ගෙනියලා.fan ගලවල ටිකට් කවුන්ටරෙට සෙට් කරලා.ටොයිලට් ටික වටේට ජරා කරලා... අර ස්ටෙසමේ නවත්තනකොටම සුද්ද කරන්න නගින සෙට් එකක් ඉන්නොනෙ බූමිතෙල් වැදිච්ච ගැරඩි වගේ cleaners ලා..උන් තමයි ඕකෙ තීන කුනු පේන ටික අතුගාල අනිත්ව ශීටඅස්සට තල්ලු කරල ලොකුම සේවය කරන්නෙ,YES,Usb port එකෙ චුයින්ගම් අලවාවි  වඩේ කාල කර්ටන් එකේ අත පිහිදලා කම්මැලිකමට sheet එක කුශන් කෑලි කඩලා tv එක කැඩුන කියල පොඩි අව්ලක් හදල රෙපයාර් කරන එඋන් ගෙදර ගෙනියලා fan ගලවල ටිකට් කවුන්ටරෙට සෙට් කරලා ටොයිලට් ටික වටේට ජරා කරලා    අර ස්ටෙසමේ නවත්තනකොටම සුද්ද කරන්න නගින සෙට් එකක් ඉන්නොනෙ බූමිතෙල් වැදිච්ච ගැරඩි වගේ cleaners ලා  උන් තමයි ඕකෙ තීන කුනු පේන ටික අතුගාල අනිත්ව ශීටඅස්සට තල්ලු කරල ලොකුම සේවය කරන්නෙ
242,243,Mewa thiyana widiyata keedawasak thiyaganna puluwan weida ape moda noogathun ekka.,YES,Mewa thiyana widiyata keedawasak thiyaganna puluwan weida ape moda noogathun ekka 
243,244,Wadenam hondai eth ape minisunge winayath ekka mewa araksha karaganida,NO,Wadenam hondai eth ape minisunge winayath ekka mewa araksha karaganida
247,248,Ape ratata genna ona owa newe hoda hadichcha silachara minissu tikak .dan inna un tikawa koheta hari aduwata vikunala dala,NO,Ape ratata genna ona owa newe hoda hadichcha silachara minissu tikak  dan inna un tikawa koheta hari aduwata vikunala dala
249,250,"Ehenm palaweni dawasema train ride ekak yanda onee,,,mokada dawas deka thunak giyata passe owwa mukuth nee ne",NO,Ehenm palaweni dawasema train ride ekak yanda onee   mokada dawas deka thunak giyata passe owwa mukuth nee ne
250,251,Hamadama ithin ahanna wenne kohen hari genapu ekak gana thamai.Ape rate nispadanayak kiyala ahanna wena ekak naha,NO,Hamadama ithin ahanna wenne kohen hari genapu ekak gana thamai Ape rate nispadanayak kiyala ahanna wena ekak naha
251,252,Indiawen genna oneda oowa.lankawe ennawa onnataran weddo oitawada hodata haganna puluwan.kutti pitin ekapara gasaganna project oowa,NO,Indiawen genna oneda oowa lankawe ennawa onnataran weddo oitawada hodata haganna puluwan kutti pitin ekapara gasaganna project oowa
252,253,Owa ta army eken dala arawage pissu natana unge kana paluwa nam nikan ma hadeyi,YES,Owa ta army eken dala arawage pissu natana unge kana paluwa nam nikan ma hadeyi
253,254,Badulla Jaffna Kandy yana train me wage. Api dawasawala hondai. Dan kohomada,YES,Badulla Jaffna Kandy yana train me wage  Api dawasawala hondai  Dan kohomada
256,257,"Unp ආන්ඩුව මොකුත් කලේ නෑ කියන එවුන් බලා ගනිල්ල... unp ආන්ඩුවක් පලක් නැති දේවල් වෙනුවෙන කවදාවත් ලෝකෙට රට ණයකලේ නෑ... නෙළුම් පොකුනු ,, නෙළුම් පොකුනු වෙනුවෙන් රට ණයකරපු සල්ලිවල මේ වගේ දෙයක් කලානම් කොච්චර වටිනවද...???",YES,Unp ආන්ඩුව මොකුත් කලේ නෑ කියන එවුන් බලා ගනිල්ල    unp ආන්ඩුවක් පලක් නැති දේවල් වෙනුවෙන කවදාවත් ලෝකෙට රට ණයකලේ නෑ    නෙළුම් පොකුනු    නෙළුම් පොකුනු වෙනුවෙන් රට ණයකරපු සල්ලිවල මේ වගේ දෙයක් කලානම් කොච්චර වටිනවද      
257,258,සතියයි බං ඕවා.. ඕවට cctv camera system එකක් දාන්න ඕනෙ...,NO,සතියයි බං ඕවා   ඕවට cctv camera system එකක් දාන්න ඕනෙ   
259,260,Okko keli galawan yanawa ape un,NO,Okko keli galawan yanawa ape un
261,262,Oya thathwen tyenne eka dwsai.ape minisunt kohed owge wtinakamak.,NO,Oya thathwen tyenne eka dwsai ape minisunt kohed owge wtinakamak 
265,266,මේ ලංකාවටද ඕක ගේන්නෙ??? පලවෙනි දවසෙම ඕකේ ෆෑන් TV ටික ගලවන් යයි.,NO,මේ ලංකාවටද ඕක ගේන්නෙ    පලවෙනි දවසෙම ඕකේ ෆෑන් TV ටික ගලවන් යයි 
266,267,gothrika ratakata me wage dewal dunnata reka ganne ne kiyala sure,YES,gothrika ratakata me wage dewal dunnata reka ganne ne kiyala sure
268,269,Ki dawasak ohoma lassanata thiyaida....,NO,Ki dawasak ohoma lassanata thiyaida    
269,270,Cctv gahala genna nathnm dawsai dekaii okkoma kala daweee,NO,Cctv gahala genna nathnm dawsai dekaii okkoma kala daweee
271,272,Ape unta oke yanna uganna wenawa neth nam kala dawi,NO,Ape unta oke yanna uganna wenawa neth nam kala dawi
273,274,Ape rilawu tika okatath wade deyi,YES,Ape rilawu tika okatath wade deyi
274,275,balamu mekawath hariyata thiya ganida kiyala....badulle train eke toilat eken eleyata patta chu gadai.,YES,balamu mekawath hariyata thiya ganida kiyala    badulle train eke toilat eken eleyata patta chu gadai 
276,277,Hoda wagayma wanasana ewungayn bayraganna watina Badu.,NO,Hoda wagayma wanasana ewungayn bayraganna watina Badu 
278,279,Raththaran newei diyamanthi hari kamak na ape gedara chandayaka watinakama laksha dekai,NO,Raththaran newei diyamanthi hari kamak na ape gedara chandayaka watinakama laksha dekai
279,280,me mama nemei ane danne nadda mata naya gahala mama malane..a unata balannako parcy aiyata kellek akka sapak ganna ona unama mama thamai set karala denne..parcy aiya katha kaloth witharai mata pana Anne..,NO,me mama nemei ane danne nadda mata naya gahala mama malane  a unata balannako parcy aiyata kellek akka sapak ganna ona unama mama thamai set karala denne  parcy aiya katha kaloth witharai mata pana Anne  
281,282,Mehema poster gahana ekeknam raththaran ekek wenna ba.,NO,Mehema poster gahana ekeknam raththaran ekek wenna ba 
290,291,Sadu sadu ochchara kal pirith ahuwa theruma danan hitiye na aa hinda sarddawakin nm neme ahuwe paliyenui sinahalenuii dekenma kiynakota pirithehi thiyenawa avobathmaka bawth labenawa sraddwth wadenawa. Kusalayka hitha pihitana nisa aniwryenma pirithehi anubawa labenawamai,NO,Sadu sadu ochchara kal pirith ahuwa theruma danan hitiye na aa hinda sarddawakin nm neme ahuwe paliyenui sinahalenuii dekenma kiynakota pirithehi thiyenawa avobathmaka bawth labenawa sraddwth wadenawa  Kusalayka hitha pihitana nisa aniwryenma pirithehi anubawa labenawamai
293,294,ත්‍රිපිටකය විකුර්ති කරලා පමණක් නෙවි කොටස් අඩු කරලා ..පිරිත් කියන්නේ ඉංග්‍රීසියෙන් පල්ලියේ ගීතිකා ගයන විධියට ඉංග්‍රීසියට පරිවර්තනය කරලා සංගීතිය මුසු කරලා ..ප්‍රතිමා කලාව එහෙම පිටින්ම විකුර්ති කරලා ...අඩ නිරුවත් රුප අඹල..මේවා මම ඇතුළු බොහෝ පිරිසක් විවේචනය කරාට පස්සේ දැන් විකුර්ති කරලා හදපු ප්‍රතිමා නැවත හදනවා කියල ආරංචියි .....ඔබ නොදන්නවා උනාට මම ඔය හාමුදුරුවන්ගේ NGO වැඩපිළිවෙල ගැන මම දන්නේ 1998 පමණ ඉඳල ...ගලිගමුවේ ghanadipa හාමුදුරුවන්ට වස දීල ඒ හාමුදුරුවන්ව අපවත් කරන්න හැදුවේ කව්ද කියල ඒ ගලිගමුවේ හාමුදුරුවන්ගෙන්ම ඇහුවනම් දැනගන්න තිබුන ..මහාචාර්ය ඉඳුරාගාරේ ධර්මරතන හාමුදුරුවෝ බෞධ ඝාතක කල්ලි කියල පොතක් ලියල තියනවා ..අන්න ඒ පොතේ තියනවා කිරිබත්ගොඩ උන්නාන්සේගේ කෙරුවාව..හොයාගෙන කියවන්න ...මම මේ කරන්නේ බොරු අපහාසයක් නම් එකේ පාපයේ දිග පළල මම හොඳට දන්නවා ..නමුත් මම බය නැතුව මේ චෝදනාව කරන්නේ මම හොඳාකාරවම දන්නා නිසයි ...මේ දේවල් පරම සත්‍යය.,NO,ත්‍රිපිටකය විකුර්ති කරලා පමණක් නෙවි කොටස් අඩු කරලා   පිරිත් කියන්නේ ඉංග්‍රීසියෙන් පල්ලියේ ගීතිකා ගයන විධියට ඉංග්‍රීසියට පරිවර්තනය කරලා සංගීතිය මුසු කරලා   ප්‍රතිමා කලාව එහෙම පිටින්ම විකුර්ති කරලා    අඩ නිරුවත් රුප අඹල  මේවා මම ඇතුළු බොහෝ පිරිසක් විවේචනය කරාට පස්සේ දැන් විකුර්ති කරලා හදපු ප්‍රතිමා නැවත හදනවා කියල ආරංචියි      ඔබ නොදන්නවා උනාට මම ඔය හාමුදුරුවන්ගේ NGO වැඩපිළිවෙල ගැන මම දන්නේ 1998 පමණ ඉඳල    ගලිගමුවේ ghanadipa හාමුදුරුවන්ට වස දීල ඒ හාමුදුරුවන්ව අපවත් කරන්න හැදුවේ කව්ද කියල ඒ ගලිගමුවේ හාමුදුරුවන්ගෙන්ම ඇහුවනම් දැනගන්න තිබුන   මහාචාර්ය ඉඳුරාගාරේ ධර්මරතන හාමුදුරුවෝ බෞධ ඝාතක කල්ලි කියල පොතක් ලියල තියනවා   අන්න ඒ පොතේ තියනවා කිරිබත්ගොඩ උන්නාන්සේගේ කෙරුවාව  හොයාගෙන කියවන්න    මම මේ කරන්නේ බොරු අපහාසයක් නම් එකේ පාපයේ දිග පළල මම හොඳට දන්නවා   නමුත් මම බය නැතුව මේ චෝදනාව කරන්නේ මම හොඳාකාරවම දන්නා නිසයි    මේ දේවල් පරම සත්‍යය 
294,295,Pirtiha yanu manthara nowa gana pihitanna. Sathya pamanai. Gana pihitanne bamuno,NO,Pirtiha yanu manthara nowa gana pihitanna  Sathya pamanai  Gana pihitanne bamuno
295,296,Kuhaka kamin kupitha uwanta theruwan saranai kalyana mithrainwahanselata deergau wewa,NO,Kuhaka kamin kupitha uwanta theruwan saranai kalyana mithrainwahanselata deergau wewa
296,297,oba jothishya karana kenek wenna oni cover foto ekata anuwa nam.Ow loku swamanin wahanse wiruddai jothishyta a nisa wenna athi ohoma kiwwe,NO,oba jothishya karana kenek wenna oni cover foto ekata anuwa nam Ow loku swamanin wahanse wiruddai jothishyta a nisa wenna athi ohoma kiwwe
297,298,Jivite nodenima amuthuma tenakata geniyanawa sadu sadu sadu.ape dahama api rekaganna ona.,NO,Jivite nodenima amuthuma tenakata geniyanawa sadu sadu sadu ape dahama api rekaganna ona 
298,299,"අන්න එහෙම තමයි ඉන්න ඕන. මමත් පංසල් පල්ලි දෙකටම යනවා. ඉස්සර ඉඳන්ම. කාලයක් මගේ gf වෙලා හිටියෙ කතෝලික කෙල්ලෙක්. ඉතින් නිරායාසයෙන් මම කතෝලික පල්ලි වල නිස්කලංක බවට ආස වුණා. කෙල්ල ගියා, හැබැයි පල්ලි වලට මම තාම යනවා.",NO,අන්න එහෙම තමයි ඉන්න ඕන  මමත් පංසල් පල්ලි දෙකටම යනවා  ඉස්සර ඉඳන්ම  කාලයක් මගේ gf වෙලා හිටියෙ කතෝලික කෙල්ලෙක්  ඉතින් නිරායාසයෙන් මම කතෝලික පල්ලි වල නිස්කලංක බවට ආස වුණා  කෙල්ල ගියා  හැබැයි පල්ලි වලට මම තාම යනවා 
